condition_number,fit_seconds,iterations,lambda,linear_solver,method,n_parameters,objective_variant,preparation_seconds,residual_norm,selection_metric,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,fit_and_validation_seconds,window,forgetting,ridge,epochs,hidden,learning_rate,weight_decay,max_depth,min_leaf,n_trees,regime,seed
22068.71550192088,0.036276,0,0.01,cholesky,adaptive_ridge,210,quadratic_stacked_beta,0.0194601,9.459572931221152e-16,rmse,0.0168159,2,0.23574253615398677,0.08284001165371208,0.10316144565463628,,,,,,,,,,,,gradual,19
,,,0.001,,rolling_ridge,,,,,rmse,,,0.22587563401581456,0.0768897757748176,0.09639495812367793,0.0084147,72,,,,,,,,,,gradual,19
,,,,,rls,,,,,rmse,,,0.21886395503825817,0.07493456154033827,0.09341459610425001,0.0026313,,0.98,0.01,,,,,,,,gradual,19
,1.9275027,,,,neural_gate,,,,,rmse,,3,0.23744212766579934,0.08447197469444795,0.10502702098503658,,,,,250,8,0.001,0.0001,,,,gradual,19
,15.7168307,,,,boosted_meta,,,,,rmse,,5,0.29284034228328204,0.10431044969384425,0.12972424983359174,,,,,,,0.05,,2,50,100,gradual,19
102170.81643407038,0.0134767,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0125677,8.450014379957562e-16,rmse,0.000909,1,0.1577266895646423,0.0544720897195082,0.06814458398027715,,,,,,,,,,,,gradual,20
,,,0.0,,rolling_ridge,,,,,rmse,,,0.13677328726308044,0.04490267826388897,0.05699268714523695,0.009751,336,,,,,,,,,,gradual,20
,,,,,rls,,,,,rmse,,,0.13561045841667518,0.044336680046807436,0.05633544910209395,0.0153905,,0.995,1.0e-6,,,,,,,,gradual,20
,2.7332377,,,,neural_gate,,,,,rmse,,3,0.1442608058730423,0.04689858908377055,0.05976678569724408,,,,,250,16,0.001,0.0001,,,,gradual,20
,4.9152556,,,,boosted_meta,,,,,rmse,,1,0.15117976959590573,0.05148912584008864,0.06491050379319695,,,,,,,0.05,,2,20,100,gradual,20
64946.48227140341,0.029314800000000002,0,0.01,cholesky,adaptive_ridge,210,quadratic_stacked_beta,0.0160761,1.0863524850028598e-15,rmse,0.0132387,2,0.20568883764362572,0.0695403700560301,0.08715804683650775,,,,,,,,,,,,gradual,21
,,,0.0,,rolling_ridge,,,,,rmse,,,0.17165498488137323,0.05858448564579513,0.07385466249792004,0.0029279,336,,,,,,,,,,gradual,21
,,,,,rls,,,,,rmse,,,0.17049791091469912,0.05829012445045972,0.07330329106393799,0.0031718,,0.995,0.1,,,,,,,,gradual,21
,3.2585664,,,,neural_gate,,,,,rmse,,3,0.19768600855095567,0.06512140689293414,0.08245102987571233,,,,,250,16,0.001,0.0001,,,,gradual,21
,4.7975747,,,,boosted_meta,,,,,rmse,,1,0.22467394801283846,0.07378622643960285,0.09336521232795292,,,,,,,0.05,,2,50,100,gradual,21
104735.68003751468,0.0049416,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0036702,7.214612342021829e-16,rmse,0.0012714,1,0.15614421973674655,0.04991683532108061,0.06325056296263425,,,,,,,,,,,,gradual,22
,,,0.001,,rolling_ridge,,,,,rmse,,,0.14258400790846668,0.04609251466826465,0.05861642118237302,0.010062,336,,,,,,,,,,gradual,22
,,,,,rls,,,,,rmse,,,0.1412675034167916,0.045834931666762016,0.05834524522931382,0.0035829,,0.995,0.1,,,,,,,,gradual,22
,3.8435697,,,,neural_gate,,,,,rmse,,5,0.14256962902525377,0.04715739775787348,0.05979575474114731,,,,,250,16,0.003,0.0001,,,,gradual,22
,4.865751,,,,boosted_meta,,,,,rmse,,1,0.18827752233417613,0.06311004278072695,0.07930207023851134,,,,,,,0.05,,2,50,100,gradual,22
211287.67594029586,0.006548399999999999,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0055393,7.513392730570601e-16,rmse,0.0010091,1,0.1296012807156241,0.04498925978696539,0.05606719586867124,,,,,,,,,,,,gradual,23
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.11841983983379631,0.04178081206356911,0.05213486496346657,0.0103566,336,,,,,,,,,,gradual,23
,,,,,rls,,,,,rmse,,,0.11858578055651885,0.04162985358100308,0.052140104766592386,0.0087432,,0.995,0.1,,,,,,,,gradual,23
,1.6806762,,,,neural_gate,,,,,rmse,,1,0.12206300905518154,0.04409296790094831,0.05455428251071417,,,,,250,8,0.003,0.0001,,,,gradual,23
,15.5746854,,,,boosted_meta,,,,,rmse,,5,0.18117372793399464,0.05663998264730812,0.07312039221883823,,,,,,,0.05,,2,20,100,gradual,23
201142.93525069152,0.0477518,0,0.01,cholesky,adaptive_ridge,310,quadratic_stacked_beta,0.0310803,1.7547789084267075e-15,rmse,0.0166715,3,0.20188545574855035,0.0692356514990897,0.08618158749911166,,,,,,,,,,,,gradual,24
,,,0.001,,rolling_ridge,,,,,rmse,,,0.18126035379767125,0.058382520121550714,0.07431595719994252,0.0033151,336,,,,,,,,,,gradual,24
,,,,,rls,,,,,rmse,,,0.1793414262228641,0.057785278362323556,0.07355181928457905,0.0027712,,0.99,0.1,,,,,,,,gradual,24
,3.0910921,,,,neural_gate,,,,,rmse,,5,0.20472178611800423,0.06906571865186764,0.08645746712440307,,,,,250,16,0.003,0.0001,,,,gradual,24
,18.3713277,,,,boosted_meta,,,,,rmse,,5,0.2558056054792311,0.08434216071837898,0.10728341746403837,,,,,,,0.05,,2,20,100,gradual,24
35752.46489843231,0.0120014,0,0.1,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0111252,6.004449063730082e-16,rmse,0.0008762,1,0.24400726283568994,0.08396845983923097,0.10482510649442611,,,,,,,,,,,,gradual,25
,,,0.001,,rolling_ridge,,,,,rmse,,,0.21737177237277844,0.07383876852840102,0.09241890800192379,0.0026658,72,,,,,,,,,,gradual,25
,,,,,rls,,,,,rmse,,,0.22329541076828907,0.07151996318704264,0.09099755675928148,0.0025712,,0.95,0.1,,,,,,,,gradual,25
,1.3425331,,,,neural_gate,,,,,rmse,,1,0.2402091165509435,0.08180928422948454,0.1026629711930414,,,,,250,8,0.001,0.0001,,,,gradual,25
,4.4271239,,,,boosted_meta,,,,,rmse,,1,0.1906677727558391,0.06628198020522558,0.082962488436488,,,,,,,0.05,,2,20,100,gradual,25
16720.925871136045,0.018699399999999998,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0097289,5.723641179706052e-16,rmse,0.0089705,1,0.23176964979828546,0.08021803775271985,0.10062618558389307,,,,,,,,,,,,gradual,26
,,,0.01,,rolling_ridge,,,,,rmse,,,0.22661382016254394,0.07908046140661587,0.09830729051283682,0.0079888,72,,,,,,,,,,gradual,26
,,,,,rls,,,,,rmse,,,0.22773093195962754,0.07664165605608296,0.09653090476802395,0.0050625,,0.98,1.0e-6,,,,,,,,gradual,26
,1.906449,,,,neural_gate,,,,,rmse,,1,0.2356436283703012,0.07953252991373524,0.10051402668733794,,,,,250,16,0.003,0.0001,,,,gradual,26
,4.82654,,,,boosted_meta,,,,,rmse,,1,0.2658120620879836,0.08802041751344185,0.11181363966770522,,,,,,,0.05,,2,50,100,gradual,26
238962.134334519,0.01068,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0097759,9.382913864189606e-16,rmse,0.0009041,1,0.1527646547068619,0.05103756674777637,0.06430443552055659,,,,,,,,,,,,gradual,27
,,,0.0,,rolling_ridge,,,,,rmse,,,0.14205138718183302,0.04676853864056164,0.05928310179385159,0.0042081,336,,,,,,,,,,gradual,27
,,,,,rls,,,,,rmse,,,0.14200288330226377,0.04637602675919656,0.05869343847493325,0.002499,,0.995,1.0e-6,,,,,,,,gradual,27
,2.3363868,,,,neural_gate,,,,,rmse,,3,0.15255331782632017,0.050261500048218936,0.06359219513234567,,,,,250,16,0.003,0.0001,,,,gradual,27
,4.3974859,,,,boosted_meta,,,,,rmse,,1,0.18101826058219,0.060473247598619634,0.07615284768033748,,,,,,,0.05,,2,20,100,gradual,27
86166.46537808471,0.0047649,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0038209,8.035309548018325e-16,rmse,0.000944,1,0.18195304082954805,0.06366011472639738,0.0792737293858946,,,,,,,,,,,,gradual,28
,,,0.0,,rolling_ridge,,,,,rmse,,,0.17830970086433293,0.06136826583177127,0.07652386898716847,0.0032194,336,,,,,,,,,,gradual,28
,,,,,rls,,,,,rmse,,,0.1749459724851083,0.06023366442697636,0.07539201175984808,0.0026745,,0.995,0.1,,,,,,,,gradual,28
,1.684653,,,,neural_gate,,,,,rmse,,3,0.1827370555074232,0.06212647510057905,0.07778066621118418,,,,,250,8,0.003,0.0001,,,,gradual,28
,4.770202,,,,boosted_meta,,,,,rmse,,1,0.20486511646637218,0.0707524663227974,0.08933924592755645,,,,,,,0.05,,2,20,100,gradual,28
40198.36881142518,0.0044359,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0035056,6.670006125585279e-16,rmse,0.0009303,1,0.20688211149074834,0.0694303387988113,0.08702260675866291,,,,,,,,,,,,gradual,29
,,,0.0,,rolling_ridge,,,,,rmse,,,0.18457558839611166,0.06558075176261005,0.08156008854450578,0.0059355,336,,,,,,,,,,gradual,29
,,,,,rls,,,,,rmse,,,0.18377641063280492,0.0651680074963615,0.0809751658970706,0.0025232,,0.995,0.1,,,,,,,,gradual,29
,2.684039,,,,neural_gate,,,,,rmse,,3,0.20200004151575024,0.06851761155569573,0.08591434974743509,,,,,250,16,0.001,0.0001,,,,gradual,29
,4.1674109,,,,boosted_meta,,,,,rmse,,1,0.24347265392889292,0.082696872695646,0.10353504086712689,,,,,,,0.05,,2,20,100,gradual,29
47068.04945385115,0.0193178,0,0.01,cholesky,adaptive_ridge,210,quadratic_stacked_beta,0.0148782,1.084842096598274e-15,rmse,0.0044396,2,0.23021197175152705,0.07836974295783766,0.09900293939160085,,,,,,,,,,,,gradual,30
,,,0.0,,rolling_ridge,,,,,rmse,,,0.210615502031603,0.0706379114492296,0.08898688114453367,0.0027055,336,,,,,,,,,,gradual,30
,,,,,rls,,,,,rmse,,,0.20826066476722058,0.07008043400625677,0.08796042075043192,0.0024562,,0.995,0.1,,,,,,,,gradual,30
,1.2511996,,,,neural_gate,,,,,rmse,,5,0.2538291910196587,0.08489027339547597,0.10726304055444429,,,,,250,8,0.003,0.0001,,,,gradual,30
,10.5227883,,,,boosted_meta,,,,,rmse,,5,0.28483574487477464,0.1055309284816899,0.1295149876024053,,,,,,,0.05,,2,50,100,gradual,30
2.7248011524739957e9,0.0049378,0,1.0e-6,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0041236,9.40085689302147e-16,rmse,0.0008142,1,0.03928602527909732,0.013590485658600068,0.017020327182673323,,,,,,,,,,,,abrupt,1
,,,1.0e-6,,rolling_ridge,,,,,rmse,,,0.038747238515729296,0.013470598939058089,0.016881617637471816,0.0088707,336,,,,,,,,,,abrupt,1
,,,,,rls,,,,,rmse,,,0.03846516857108776,0.013395030238240822,0.01676821154868534,0.0026551,,0.995,0.1,,,,,,,,abrupt,1
,2.7350985,,,,neural_gate,,,,,rmse,,1,0.03846175023429711,0.013285805181786051,0.01659698102188164,,,,,250,8,0.001,0.0,,,,abrupt,1
,4.4339887,,,,boosted_meta,,,,,rmse,,1,0.0747204857577413,0.016915497537155155,0.024857990618694384,,,,,,,0.05,,2,20,100,abrupt,1
5.3096531188198484e7,0.006767799999999999,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0056462,1.0969983084254103e-15,rmse,0.0011216,1,0.03926666382709948,0.013495987026868508,0.016914257949356092,,,,,,,,,,,,abrupt,2
,,,0.0,,rolling_ridge,,,,,rmse,,,0.039456742277136636,0.013476584029742616,0.01684992848322273,0.0087338,336,,,,,,,,,,abrupt,2
,,,,,rls,,,,,rmse,,,0.0395746819570085,0.013370370052639764,0.0167648042000714,0.0074679,,0.995,0.1,,,,,,,,abrupt,2
,2.0579416,,,,neural_gate,,,,,rmse,,1,0.03905033499045353,0.01334341849051772,0.016736614629169772,,,,,250,16,0.001,0.0,,,,abrupt,2
