condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,fit_and_validation_seconds,window,forgetting,ridge,epochs,hidden,learning_rate,weight_decay,max_depth,min_leaf,n_trees,regime,seed
547545.760890835,0.0161359,0,0.001,cholesky,210,quadratic_stacked_beta,0.0120994,1.264379329919299e-15,0.0040365,2,0.1764256766149236,0.05692160062925776,0.0723743278599337,adaptive_ridge,,,,,,,,,,,,gradual,1
307823.19137707585,0.016287,0,0.01,cholesky,210,quadratic_stacked_beta,0.0120994,1.1004238704447623e-15,0.0041876,2,0.18289532625085506,0.05923162692434745,0.07525179539702156,adaptive_ridge,,,,,,,,,,,,gradual,1
60276.48059695785,0.016184,0,0.1,cholesky,210,quadratic_stacked_beta,0.0120994,1.0726256755670547e-15,0.0040846,2,0.20944637377025938,0.06979367019616864,0.08796196955193893,adaptive_ridge,,,,,,,,,,,,gradual,1
7842.694156707475,0.0163325,0,1.0,cholesky,210,quadratic_stacked_beta,0.0120994,1.0881319072685646e-15,0.0042331,2,0.33573569758774524,0.13278799119353074,0.1607555240569035,adaptive_ridge,,,,,,,,,,,,gradual,1
4585.897951031522,0.0405173,0,2.0,cholesky,210,quadratic_stacked_beta,0.0120994,1.220520658279565e-15,0.0284179,2,0.4465182588316341,0.20551495899078223,0.2384362196166322,adaptive_ridge,,,,,,,,,,,,gradual,1
962543.4405544251,0.053470699999999996,0,0.0,cholesky,310,quadratic_stacked_beta,0.032761,1.5783190693566651e-15,0.0207097,3,0.1832880991044373,0.05883565128628574,0.07484770884469509,adaptive_ridge,,,,,,,,,,,,gradual,1
962428.8763913339,0.0436535,0,1.0e-6,cholesky,310,quadratic_stacked_beta,0.032761,1.7121563447311874e-15,0.0108925,3,0.18328596305074307,0.05883562098641719,0.07484719814756519,adaptive_ridge,,,,,,,,,,,,gradual,1
951232.7504785123,0.0437985,0,0.0001,cholesky,310,quadratic_stacked_beta,0.032761,1.8270769927402108e-15,0.0110375,3,0.18307598049391874,0.05883653901321045,0.07480330867284862,adaptive_ridge,,,,,,,,,,,,gradual,1
861045.4611828132,0.0453695,0,0.001,cholesky,310,quadratic_stacked_beta,0.032761,1.6445103447300006e-15,0.0126085,3,0.18262364700587974,0.058936512117804575,0.07477235386681566,adaptive_ridge,,,,,,,,,,,,gradual,1
451479.7798267923,0.045746999999999996,0,0.01,cholesky,310,quadratic_stacked_beta,0.032761,1.5282999218652137e-15,0.012986,3,0.18665918179031663,0.06045826596741549,0.07682350722916273,adaptive_ridge,,,,,,,,,,,,gradual,1
82675.67963512058,0.0441956,0,0.1,cholesky,310,quadratic_stacked_beta,0.032761,1.6589081728380183e-15,0.0114346,3,0.21617056740656884,0.06921599786478062,0.0880709190355414,adaptive_ridge,,,,,,,,,,,,gradual,1
10644.49386039358,0.061262399999999995,0,1.0,cholesky,310,quadratic_stacked_beta,0.032761,1.6880846156047165e-15,0.0285014,3,0.3399925400875105,0.1318598662733722,0.1595064714419127,adaptive_ridge,,,,,,,,,,,,gradual,1
6224.681778195849,0.0451453,0,2.0,cholesky,310,quadratic_stacked_beta,0.032761,1.5384468692881011e-15,0.0123843,3,0.44933211879487667,0.2050264724101137,0.2377603744383257,adaptive_ridge,,,,,,,,,,,,gradual,1
2.1622874460378564e6,0.1304438,0,0.0,cholesky,510,quadratic_stacked_beta,0.0526829,2.758029237367107e-15,0.0777609,5,0.20368136337566725,0.06416209164735986,0.08215313895233396,adaptive_ridge,,,,,,,,,,,,gradual,1
2.161914783158891e6,0.09984989999999999,0,1.0e-6,cholesky,510,quadratic_stacked_beta,0.0526829,2.4670262846388213e-15,0.047167,5,0.20367722183445502,0.06416143315792183,0.08215204546284158,adaptive_ridge,,,,,,,,,,,,gradual,1
2.1257086802564e6,0.1115818,0,0.0001,cholesky,510,quadratic_stacked_beta,0.0526829,2.9521820149313555e-15,0.0588989,5,0.20326312736977273,0.06409956659752694,0.08205076206756302,adaptive_ridge,,,,,,,,,,,,gradual,1
1.8485224436781297e6,0.1010753,0,0.001,cholesky,510,quadratic_stacked_beta,0.0526829,2.9590331364852284e-15,0.0483924,5,0.2002974442239009,0.0637485303040582,0.08150164520377906,adaptive_ridge,,,,,,,,,,,,gradual,1
832529.8103401813,0.1037921,0,0.01,cholesky,510,quadratic_stacked_beta,0.0526829,2.674899444325922e-15,0.0511092,5,0.19390013866141373,0.06334008519971653,0.08028510751013358,adaptive_ridge,,,,,,,,,,,,gradual,1
137696.70890445876,0.22944130000000001,0,0.1,cholesky,510,quadratic_stacked_beta,0.0526829,2.4760622105011624e-15,0.1767584,5,0.21553429908433963,0.07001150090499422,0.08859343752417767,adaptive_ridge,,,,,,,,,,,,gradual,1
17465.965064373882,0.18157500000000001,0,1.0,cholesky,510,quadratic_stacked_beta,0.0526829,2.339619339291093e-15,0.1288921,5,0.341532441374112,0.1319506406540055,0.1596403545514876,adaptive_ridge,,,,,,,,,,,,gradual,1
10202.336184775748,0.10457759999999999,0,2.0,cholesky,510,quadratic_stacked_beta,0.0526829,2.250377200749867e-15,0.0518947,5,0.45055652172646904,0.20524227258633243,0.23804842299390724,adaptive_ridge,,,,,,,,,,,,gradual,1
3.832569414150658e6,0.217837,0,0.0,cholesky,710,quadratic_stacked_beta,0.1044011,3.8074813827847065e-15,0.1134359,7,0.24715164404093265,0.07298975713009123,0.09499315301033598,adaptive_ridge,,,,,,,,,,,,gradual,1
3.831693333013281e6,0.2659228,0,1.0e-6,cholesky,710,quadratic_stacked_beta,0.1044011,4.079093089740143e-15,0.1615217,7,0.24713850969359463,0.07298690978918078,0.09498884758470699,adaptive_ridge,,,,,,,,,,,,gradual,1
3.747135175434402e6,0.22395890000000002,0,0.0001,cholesky,710,quadratic_stacked_beta,0.1044011,3.758898047750815e-15,0.1195578,7,0.24588793990998783,0.07272987656621785,0.09458252983045365,adaptive_ridge,,,,,,,,,,,,gradual,1
3.1335561810536836e6,0.25690029999999997,0,0.001,cholesky,710,quadratic_stacked_beta,0.1044011,3.551984334262827e-15,0.1524992,7,0.236639401711111,0.07113319332257267,0.09206387804682545,adaptive_ridge,,,,,,,,,,,,gradual,1
1.2620519700872616e6,0.2642794,0,0.01,cholesky,710,quadratic_stacked_beta,0.1044011,3.610250495317813e-15,0.1598783,7,0.2164843467587923,0.06771384110613526,0.0866016181048269,adaptive_ridge,,,,,,,,,,,,gradual,1
198590.6511963398,0.2316829,0,0.1,cholesky,710,quadratic_stacked_beta,0.1044011,3.3276957776246593e-15,0.1272818,7,0.22703879061883847,0.07168455947045461,0.09170293076017012,adaptive_ridge,,,,,,,,,,,,gradual,1
25057.38432867038,0.3429848,0,1.0,cholesky,710,quadratic_stacked_beta,0.1044011,2.94174721766611e-15,0.2385837,7,0.3472601169287806,0.13174806256918542,0.15998479201346755,adaptive_ridge,,,,,,,,,,,,gradual,1
14636.27090827751,0.3788026,0,2.0,cholesky,710,quadratic_stacked_beta,0.1044011,2.7996035855576254e-15,0.2744015,7,0.4599450190941303,0.2049022536057747,0.23804702338239297,adaptive_ridge,,,,,,,,,,,,gradual,1
9.130505645545006e6,1.2690657,0,0.0,cholesky,1010,quadratic_stacked_beta,0.479851,5.393022031995193e-15,0.7892147,10,0.3148196131987763,0.08943068341602733,0.11799083105898665,adaptive_ridge,,,,,,,,,,,,gradual,1
9.126656446962506e6,1.0579805,0,1.0e-6,cholesky,1010,quadratic_stacked_beta,0.479851,5.119838854929101e-15,0.5781295,10,0.31479253825441783,0.08942125172804655,0.11797860034037815,adaptive_ridge,,,,,,,,,,,,gradual,1
8.76270915611179e6,0.8788887000000001,0,0.0001,cholesky,1010,quadratic_stacked_beta,0.479851,4.872086491388542e-15,0.3990377,10,0.31217970304621623,0.08854901633326648,0.11683588137800717,adaptive_ridge,,,,,,,,,,,,gradual,1
6.498118195466704e6,1.22526,0,0.001,cholesky,1010,quadratic_stacked_beta,0.479851,5.458824402887263e-15,0.745409,10,0.29417240131221045,0.08357218835930522,0.11023115493633442,adaptive_ridge,,,,,,,,,,,,gradual,1
2.0571077221428964e6,1.0455584,0,0.01,cholesky,1010,quadratic_stacked_beta,0.479851,4.984798932691905e-15,0.5657074,10,0.24478657646983773,0.07511096973370397,0.09751256403031541,adaptive_ridge,,,,,,,,,,,,gradual,1
300883.8452776142,0.9449159,0,0.1,cholesky,1010,quadratic_stacked_beta,0.479851,4.622897313811186e-15,0.4650649,10,0.24153478406290405,0.07652488455469317,0.0977660703628603,adaptive_ridge,,,,,,,,,,,,gradual,1
37692.64137871311,0.8887362000000001,0,1.0,cholesky,1010,quadratic_stacked_beta,0.479851,3.902966787640844e-15,0.4088852,10,0.3537089881388583,0.13487505967176958,0.16403338068803894,adaptive_ridge,,,,,,,,,,,,gradual,1
22008.469293473972,0.9311869,0,2.0,cholesky,1010,quadratic_stacked_beta,0.479851,4.247689610958361e-15,0.4513359,10,0.4657052047395821,0.20712166393757286,0.24109163083124005,adaptive_ridge,,,,,,,,,,,,gradual,1
,,,0.0,,,,,,,,0.19055189981855583,0.06335539294141165,0.08036491314403632,rolling_ridge,0.0047818,24,,,,,,,,,,gradual,1
,,,1.0e-8,,,,,,,,0.19055185922972637,0.0633553800215112,0.08036489725739458,rolling_ridge,0.0065043,24,,,,,,,,,,gradual,1
,,,1.0e-6,,,,,,,,0.19054784128939822,0.06335410107275521,0.08036332481729846,rolling_ridge,0.0302241,24,,,,,,,,,,gradual,1
,,,0.0001,,,,,,,,0.19014954193727568,0.06322903139349255,0.08020938900786725,rolling_ridge,0.0048918,24,,,,,,,,,,gradual,1
,,,0.001,,,,,,,,0.18699631849443826,0.06227503882734314,0.07906150859365496,rolling_ridge,0.0057071,24,,,,,,,,,,gradual,1
,,,0.01,,,,,,,,0.17855065080272617,0.059918751633838266,0.07638777324408604,rolling_ridge,0.3422409,24,,,,,,,,,,gradual,1
,,,0.1,,,,,,,,0.20712471760140302,0.07010338420327866,0.08871092540566748,rolling_ridge,0.0063059,24,,,,,,,,,,gradual,1
,,,1.0,,,,,,,,0.3196219539220779,0.11707566686392186,0.14366737731309961,rolling_ridge,0.0123511,24,,,,,,,,,,gradual,1
,,,10.0,,,,,,,,0.6693596071353204,0.3625919196199205,0.40148398278057695,rolling_ridge,0.0044057,24,,,,,,,,,,gradual,1
,,,0.0,,,,,,,,0.16832694464110345,0.05595004616410077,0.07065135834452434,rolling_ridge,0.0107688,72,,,,,,,,,,gradual,1
,,,1.0e-8,,,,,,,,0.16832694382796137,0.05595004577916499,0.07065135793691592,rolling_ridge,0.0043812,72,,,,,,,,,,gradual,1
,,,1.0e-6,,,,,,,,0.16832686333332267,0.05595000767285564,0.07065131762213865,rolling_ridge,0.0112611,72,,,,,,,,,,gradual,1
,,,0.0001,,,,,,,,0.16831887801068132,0.055946220326201314,0.07064766757688613,rolling_ridge,0.0114006,72,,,,,,,,,,gradual,1
,,,0.001,,,,,,,,0.1682518772406455,0.055955408250927215,0.07064646038865317,rolling_ridge,0.0103118,72,,,,,,,,,,gradual,1
,,,0.01,,,,,,,,0.1717026736697897,0.057638848391791495,0.07230036858949357,rolling_ridge,0.005916,72,,,,,,,,,,gradual,1
,,,0.1,,,,,,,,0.21582201198427686,0.07813392122703336,0.09589140084891927,rolling_ridge,0.0111469,72,,,,,,,,,,gradual,1
,,,1.0,,,,,,,,0.3998695031438245,0.15920174106613064,0.1921295078366675,rolling_ridge,0.0112457,72,,,,,,,,,,gradual,1
,,,10.0,,,,,,,,0.7493082324442991,0.389361463662851,0.43858798748166805,rolling_ridge,0.0057639,72,,,,,,,,,,gradual,1
,,,0.0,,,,,,,,0.16708307985187587,0.05515430591143118,0.06906865889539185,rolling_ridge,0.0108516,168,,,,,,,,,,gradual,1
,,,1.0e-8,,,,,,,,0.16708308144021294,0.05515430699221288,0.06906865985068777,rolling_ridge,0.010742,168,,,,,,,,,,gradual,1
,,,1.0e-6,,,,,,,,0.16708323868776753,0.05515441398751765,0.06906875444767083,rolling_ridge,0.0055699,168,,,,,,,,,,gradual,1
,,,0.0001,,,,,,,,0.16709898502701528,0.05516509276609217,0.06907843931882214,rolling_ridge,0.010636,168,,,,,,,,,,gradual,1
,,,0.001,,,,,,,,0.16726070099440032,0.05527213791110788,0.06918551429391677,rolling_ridge,0.0113866,168,,,,,,,,,,gradual,1
,,,0.01,,,,,,,,0.17017624193608433,0.057096133259309005,0.07129300835927993,rolling_ridge,0.0108798,168,,,,,,,,,,gradual,1
,,,0.1,,,,,,,,0.2195190478034875,0.07623873936154173,0.0952279177372,rolling_ridge,0.0045086,168,,,,,,,,,,gradual,1
,,,1.0,,,,,,,,0.41428799636324853,0.17391192124645435,0.20599259041077675,rolling_ridge,0.0093041,168,,,,,,,,,,gradual,1
,,,10.0,,,,,,,,0.8235006138866996,0.43678877736841626,0.4954931114772729,rolling_ridge,0.0096573,168,,,,,,,,,,gradual,1
,,,0.0,,,,,,,,0.16155319467777765,0.05283283156919656,0.06674107609315583,rolling_ridge,0.0096896,336,,,,,,,,,,gradual,1
,,,1.0e-8,,,,,,,,0.16155319699390985,0.05283283121039915,0.0667410762522185,rolling_ridge,0.0043558,336,,,,,,,,,,gradual,1
,,,1.0e-6,,,,,,,,0.1615534262910873,0.052832795692685605,0.06674109202087965,rolling_ridge,0.0098786,336,,,,,,,,,,gradual,1
,,,0.0001,,,,,,,,0.16157635664792508,0.05282978549895568,0.06674288181906347,rolling_ridge,0.0108928,336,,,,,,,,,,gradual,1
,,,0.001,,,,,,,,0.1618234713187833,0.05280874247379394,0.06677714334682344,rolling_ridge,0.0091363,336,,,,,,,,,,gradual,1
,,,0.01,,,,,,,,0.1650899587211926,0.05366549913637877,0.06810906605068305,rolling_ridge,0.0043089,336,,,,,,,,,,gradual,1
,,,0.1,,,,,,,,0.21274949269792606,0.06924099378412324,0.08854339761346872,rolling_ridge,0.0095137,336,,,,,,,,,,gradual,1
,,,1.0,,,,,,,,0.4533711817486774,0.17441232843485668,0.21356352468050382,rolling_ridge,0.0091594,336,,,,,,,,,,gradual,1
,,,10.0,,,,,,,,0.8013312775161444,0.45108255256967744,0.5036680917654228,rolling_ridge,0.0094835,336,,,,,,,,,,gradual,1
,,,,,,,,,,,0.17662246366767015,0.06011065569636224,0.07537784067329244,rls,0.0075527,,0.9,1.0e-6,,,,,,,,gradual,1
,,,,,,,,,,,0.17662246366767004,0.06011065569636228,0.07537784067329244,rls,0.0024852,,0.9,0.0001,,,,,,,,gradual,1
,,,,,,,,,,,0.17662246366767007,0.06011065569636225,0.07537784067329242,rls,0.0103534,,0.9,0.01,,,,,,,,gradual,1
,,,,,,,,,,,0.17662246366767012,0.06011065569636227,0.07537784067329244,rls,0.0026459,,0.9,0.1,,,,,,,,gradual,1
,,,,,,,,,,,0.1663770140443748,0.05595624844638751,0.07012216859757399,rls,0.0029952,,0.95,1.0e-6,,,,,,,,gradual,1
,,,,,,,,,,,0.1663770140443748,0.05595624844638751,0.070122168597574,rls,0.0082985,,0.95,0.0001,,,,,,,,gradual,1
,,,,,,,,,,,0.16637701404437485,0.05595624844638752,0.07012216859757403,rls,0.0085253,,0.95,0.01,,,,,,,,gradual,1
,,,,,,,,,,,0.16637701404437485,0.055956248446387524,0.07012216859757402,rls,0.0215163,,0.95,0.1,,,,,,,,gradual,1
,,,,,,,,,,,0.16423268092944818,0.05430134601373971,0.06836922570196678,rls,0.002436,,0.98,1.0e-6,,,,,,,,gradual,1
,,,,,,,,,,,0.1642326809294482,0.05430134601373971,0.06836922570196678,rls,0.0063785,,0.98,0.0001,,,,,,,,gradual,1
,,,,,,,,,,,0.1642326809294482,0.054301346013739725,0.06836922570196678,rls,0.0080541,,0.98,0.01,,,,,,,,gradual,1
,,,,,,,,,,,0.16423268092944823,0.054301346013739725,0.0683692257019668,rls,0.0211606,,0.98,0.1,,,,,,,,gradual,1
,,,,,,,,,,,0.163100746320209,0.05314434610136547,0.06725516918263472,rls,0.002545,,0.99,1.0e-6,,,,,,,,gradual,1
,,,,,,,,,,,0.16310074632020907,0.053144346101365446,0.06725516918263472,rls,0.0059422,,0.99,0.0001,,,,,,,,gradual,1
,,,,,,,,,,,0.16310074632021387,0.05314434610136107,0.06725516918263336,rls,0.0084024,,0.99,0.01,,,,,,,,gradual,1
,,,,,,,,,,,0.16310074632025745,0.0531443461013214,0.06725516918262112,rls,0.0216214,,0.99,0.1,,,,,,,,gradual,1
,,,,,,,,,,,0.16150723448160634,0.05263885009012314,0.06669031811716944,rls,0.0025294,,0.995,1.0e-6,,,,,,,,gradual,1
,,,,,,,,,,,0.1615072344830159,0.052638850089193064,0.06669031811665448,rls,0.0041919,,0.995,0.0001,,,,,,,,gradual,1
,,,,,,,,,,,0.16150723462398311,0.05263884999618376,0.06669031806515836,rls,0.0205847,,0.995,0.01,,,,,,,,gradual,1
,,,,,,,,,,,0.16150723590550217,0.05263884915064551,0.06669031759701369,rls,0.0024777,,0.995,0.1,,,,,,,,gradual,1
,2.7456142,,,,,,,,,1,0.2011479923433101,0.06312165983042589,0.08151032112643072,neural_gate,,,,,250,8,0.001,0.0,,,,gradual,1
,2.2128734,,,,,,,,,1,0.1758825980504956,0.05728669554064918,0.07315396374633998,neural_gate,,,,,250,8,0.001,0.0001,,,,gradual,1
,2.2025357,,,,,,,,,1,0.20298783046454347,0.06488837077817364,0.08293400456926002,neural_gate,,,,,250,8,0.003,0.0,,,,gradual,1
,2.1884889,,,,,,,,,1,0.17248185739085023,0.05687545612209702,0.07234330837424281,neural_gate,,,,,250,8,0.003,0.0001,,,,gradual,1
,3.4893307,,,,,,,,,1,0.19952349925955873,0.06254624698332734,0.0806814841720442,neural_gate,,,,,250,16,0.001,0.0,,,,gradual,1
,3.5004973,,,,,,,,,1,0.1764711746873276,0.05753120488344772,0.07352287341831559,neural_gate,,,,,250,16,0.001,0.0001,,,,gradual,1
,3.4559829,,,,,,,,,1,0.23836926285517496,0.07310080319809323,0.09444790868322936,neural_gate,,,,,250,16,0.003,0.0,,,,gradual,1
,3.4135384,,,,,,,,,1,0.17023431547090212,0.05601585352645832,0.07123750708395948,neural_gate,,,,,250,16,0.003,0.0001,,,,gradual,1
,3.2656652,,,,,,,,,3,0.21377154086035305,0.06512900170066702,0.0845558273696297,neural_gate,,,,,250,8,0.001,0.0,,,,gradual,1
,3.242726,,,,,,,,,3,0.18182269681830135,0.0577497266240329,0.07421509408525145,neural_gate,,,,,250,8,0.001,0.0001,,,,gradual,1
,3.2893782,,,,,,,,,3,0.31092665742285336,0.08393588143987867,0.11316860137970264,neural_gate,,,,,250,8,0.003,0.0,,,,gradual,1
,3.2515849,,,,,,,,,3,0.17653041249712043,0.05706900843940754,0.07308204249857572,neural_gate,,,,,250,8,0.003,0.0001,,,,gradual,1
,2.7515774,,,,,,,,,3,0.2330754112630805,0.07114066183383061,0.09170973230678901,neural_gate,,,,,250,16,0.001,0.0,,,,gradual,1
,2.7078771,,,,,,,,,3,0.1784648078331113,0.05720738867406952,0.07352664068272613,neural_gate,,,,,250,16,0.001,0.0001,,,,gradual,1
,2.7465447,,,,,,,,,3,0.3149806232335905,0.0936275887768581,0.1222104430446984,neural_gate,,,,,250,16,0.003,0.0,,,,gradual,1
,2.6479034,,,,,,,,,3,0.16961992924092745,0.05562737748818788,0.07089095706471629,neural_gate,,,,,250,16,0.003,0.0001,,,,gradual,1
,2.4539452,,,,,,,,,5,0.23286510116059966,0.07229507558413473,0.09331411887404117,neural_gate,,,,,250,8,0.001,0.0,,,,gradual,1
,2.0924056,,,,,,,,,5,0.21093457406122107,0.06574261009562977,0.0848384956873244,neural_gate,,,,,250,8,0.001,0.0001,,,,gradual,1
,2.1918017,,,,,,,,,5,0.3356536923080863,0.09773732046982235,0.12682387590666297,neural_gate,,,,,250,8,0.003,0.0,,,,gradual,1
,2.0376501,,,,,,,,,5,0.2093107138590804,0.06769001183637186,0.08645482177995692,neural_gate,,,,,250,8,0.003,0.0001,,,,gradual,1
,3.10575,,,,,,,,,5,0.26893623828885777,0.08502663294562059,0.10803483918268501,neural_gate,,,,,250,16,0.001,0.0,,,,gradual,1
,3.1768092,,,,,,,,,5,0.20062784713347276,0.06394944236665849,0.08219169970157011,neural_gate,,,,,250,16,0.001,0.0001,,,,gradual,1
,3.1384,,,,,,,,,5,0.2701150385718987,0.08750374515981639,0.11118065815357794,neural_gate,,,,,250,16,0.003,0.0,,,,gradual,1
,3.666708,,,,,,,,,5,0.2001159331715533,0.06413042737490957,0.0824522728869445,neural_gate,,,,,250,16,0.003,0.0001,,,,gradual,1
,2.0164909,,,,,,,,,1,0.24430891752481926,0.08663968627394922,0.10793527306333628,boosted_meta,,,,,,,0.05,,1,20,100,gradual,1
,2.4421253,,,,,,,,,1,0.24430891752481926,0.08663968627394922,0.10793527306333628,boosted_meta,,,,,,,0.05,,1,50,100,gradual,1
,4.3350881,,,,,,,,,1,0.2048059917710117,0.06891280050046968,0.08735317206820654,boosted_meta,,,,,,,0.05,,2,20,100,gradual,1
,4.072008,,,,,,,,,1,0.20465425798178663,0.06880775372659222,0.0872210405219644,boosted_meta,,,,,,,0.05,,2,50,100,gradual,1
,7.4321636,,,,,,,,,5,0.24430891752481926,0.08663968627394922,0.10793527306333628,boosted_meta,,,,,,,0.05,,1,20,100,gradual,1
,7.151892,,,,,,,,,5,0.24430891752481926,0.08663968627394922,0.10793527306333628,boosted_meta,,,,,,,0.05,,1,50,100,gradual,1
,12.9631323,,,,,,,,,5,0.2048059917710117,0.06891280050046968,0.08735317206820654,boosted_meta,,,,,,,0.05,,2,20,100,gradual,1
,13.1660693,,,,,,,,,5,0.20465425798178663,0.06880775372659222,0.0872210405219644,boosted_meta,,,,,,,0.05,,2,50,100,gradual,1
165954.39483151605,0.0041775,0,0.0,cholesky,110,quadratic_stacked_beta,0.0033252,8.183390223527562e-16,0.0008523,1,0.20620283251599214,0.07537186941428586,0.09178966077823177,adaptive_ridge,,,,,,,,,,,,gradual,2
165947.1840141339,0.0041808999999999995,0,1.0e-6,cholesky,110,quadratic_stacked_beta,0.0033252,7.546293865924936e-16,0.0008557,1,0.20620224233752865,0.07537150368477101,0.09178909728474312,adaptive_ridge,,,,,,,,,,,,gradual,2
165236.5192624255,0.0041738999999999995,0,0.0001,cholesky,110,quadratic_stacked_beta,0.0033252,8.248135847438177e-16,0.0008487,1,0.2061444008639316,0.07533563250036011,0.09173460185707608,adaptive_ridge,,,,,,,,,,,,gradual,2
159054.05279387243,0.0041893,0,0.001,cholesky,110,quadratic_stacked_beta,0.0033252,9.926831939545777e-16,0.0008641,1,0.20584065357236653,0.07505954443193097,0.09134008796710955,adaptive_ridge,,,,,,,,,,,,gradual,2
116086.3239380597,0.0041697999999999995,0,0.01,cholesky,110,quadratic_stacked_beta,0.0033252,7.642635782924525e-16,0.0008446,1,0.2084305118502051,0.07445103661388705,0.09084018188398148,adaptive_ridge,,,,,,,,,,,,gradual,2
32210.282061008922,0.0042074,0,0.1,cholesky,110,quadratic_stacked_beta,0.0033252,8.773270726079631e-16,0.0008822,1,0.2185395230296519,0.07653884025303001,0.09515999345593118,adaptive_ridge,,,,,,,,,,,,gradual,2
4583.704537276674,0.0042193,0,1.0,cholesky,110,quadratic_stacked_beta,0.0033252,9.486653773345945e-16,0.0008941,1,0.32655591913479126,0.13239755900566744,0.15764957864055618,adaptive_ridge,,,,,,,,,,,,gradual,2
2695.125215668871,0.004329599999999999,0,2.0,cholesky,110,quadratic_stacked_beta,0.0033252,9.571867320566313e-16,0.0010044,1,0.42729249149639215,0.19776848612654513,0.2270923078675316,adaptive_ridge,,,,,,,,,,,,gradual,2
356910.9403904235,0.0124061,0,0.0,cholesky,210,quadratic_stacked_beta,0.0083463,1.4052621741962425e-15,0.0040598,2,0.21935243657747452,0.07861537255781609,0.0967172890740464,adaptive_ridge,,,,,,,,,,,,gradual,2
356892.1116974714,0.0125054,0,1.0e-6,cholesky,210,quadratic_stacked_beta,0.0083463,1.3551507273762151e-15,0.0041591,2,0.21934771838930822,0.07861474663347987,0.09671611550465689,adaptive_ridge,,,,,,,,,,,,gradual,2
355038.3646379299,0.0215103,0,0.0001,cholesky,210,quadratic_stacked_beta,0.0083463,1.4025286908852946e-15,0.013164,2,0.21888587363974796,0.07855465204474482,0.09660245033317921,adaptive_ridge,,,,,,,,,,,,gradual,2
339069.5133011763,0.0123997,0,0.001,cholesky,210,quadratic_stacked_beta,0.0083463,1.3897677473872778e-15,0.0040534,2,0.2161566647922934,0.0781032270691617,0.09576366220996577,adaptive_ridge,,,,,,,,,,,,gradual,2
235122.2741507949,0.012461799999999999,0,0.01,cholesky,210,quadratic_stacked_beta,0.0083463,1.375054736382134e-15,0.0041155,2,0.21344998274884733,0.07674317105686355,0.09381351683207204,adaptive_ridge,,,,,,,,,,,,gradual,2
