cvar_05,cvar_15,dataset,fit_seconds,lambda,linear_solver,mae,mape,mape_valid_fraction,max_abs_error,mean_error,median_abs_error,method,n,n_parameters,objective_variant,q95_abs_error,rmse,smape,solve_seconds,tau,wape,fit_and_test_seconds,diagnostic_only,oracle_member_index,oracle_standardized_rmse,selected_member_index,regime,seed
0.18168969865330176,0.17664554939657967,synthetic_stationary,,,,0.1610658010940042,68.22769332368985,1.0,0.19161837774157775,0.1610658010940042,0.16152096197307836,validation_best_member,1000,,,0.17781213820782713,0.1613928873608097,41.449574292373825,,,25.035888392577775,,,,,4,stationary,4
0.01874386193982534,0.01494986585318058,synthetic_stationary,0.0090394,1.0e-6,cholesky,0.006390799474830965,3.1632605451812306,1.0,0.02688472782542045,-0.0011733969366104437,0.005431582757672332,adaptive_ridge,1000,110,quadratic,0.014949957822676944,0.007970272220009155,2.944214123242078,0.0016621,1,1.002615865279675,,,,,,stationary,5
0.01845267990699011,0.014776799161399045,synthetic_stationary,0.0003275,1.0e-6,,0.006317056969886296,2.918382512919223,1.0,0.02483858473859607,-0.0012425589925475172,0.005324171963799362,static_ridge,1000,,,0.015209262049838657,0.007866992196050575,2.791911477894861,,,0.9910468267432335,,,,,,stationary,5
0.018917740501371065,0.015066521756687962,synthetic_stationary,,,,0.006449651664283862,2.948260058934675,1.0,0.026662069404976174,-0.0016714050278182839,0.005438755809621443,rolling_ridge,1000,,,0.015446379408578763,0.008039497422793163,2.847689430445142,,,1.0118488476450747,0.0035098,,,,,stationary,5
0.018623619260622337,0.014885041201372117,synthetic_stationary,,,,0.006349351804151258,2.9687432572132395,1.0,0.026015308324477404,-0.001216958463182942,0.005442443097963212,rls,1000,,,0.014955780214552723,0.007922912329273467,2.8518391418053333,,,0.9961133780140329,0.0115059,,,,,stationary,5
0.1759338861045174,0.14119814388066185,synthetic_stationary,,,,0.05899240815939014,27.961872550492767,1.0,0.25379895484167725,-0.031778141031105524,0.050562870684190464,hedge,1000,,,0.14559956129809704,0.07453348959467176,18.75716696277609,,,9.254980473819847,0.0009091,,,,,stationary,5
0.4331292516248413,0.2839731241070877,synthetic_stationary,,,,0.08911911615726167,78.41431729214989,1.0,0.7806990529760898,-0.05768375992884392,0.0479794502190346,exp3,1000,,,0.29695554420697895,0.13295845788232527,24.058788501751867,,,13.981386853220915,0.00144,,,,,stationary,5
0.05586796981752842,0.053459441856031034,synthetic_stationary,,,,0.046303660270161605,24.257992573809865,1.0,0.060581652217830184,-0.046303660270161605,0.04622328210790222,fixed_share,1000,,,0.0538177921347103,0.046528392484253514,15.705747492535279,,,7.264315613440854,0.0015223,,,,,stationary,5
0.03904129587145292,0.030424446310764727,synthetic_stationary,,,,0.012701805879436206,7.023405497773598,1.0,0.05713614068341866,0.00029251014900062765,0.010913440820550957,passive_aggressive,1000,,,0.03138229713386129,0.015998165905825767,5.813978724834994,,,1.9927134535483504,0.0002544,,,,,stationary,5
0.054722397903053145,0.052483878369780496,synthetic_stationary,,,,0.046114691894394905,24.123931318926914,1.0,0.06012056939999283,-0.04600027051130527,0.046018499907409305,dma,1000,,,0.05282164706265787,0.0462867720067455,15.654691264530168,,,7.234669449087553,0.0028594,,,,,stationary,5
0.18983507539831954,0.15244539607018986,synthetic_stationary,,,,0.06394711802639726,30.555714599443295,1.0,0.27030274338568405,-0.03571386559016411,0.055392077285592256,ensemble_mean,1000,,,0.15898973602228048,0.08057039779215744,20.05784832247154,,,10.03229647944377,,,,,,stationary,5
0.05454412223036959,0.052401009457403745,synthetic_stationary,,,,0.04610271814205567,24.096592539431093,1.0,0.06012056939999283,-0.04610271814205567,0.046018499907409305,oracle_best_member,1000,,,0.05275156960800486,0.046272185541997524,15.6256695541857,,,7.232790955777048,,true,2,0.046272185541997524,,stationary,5
0.05454412223036959,0.052401009457403745,synthetic_stationary,,,,0.04610271814205567,24.096592539431093,1.0,0.06012056939999283,-0.04610271814205567,0.046018499907409305,validation_best_member,1000,,,0.05275156960800486,0.046272185541997524,15.6256695541857,,,7.232790955777048,,,,,2,stationary,5
0.011091597132841625,0.009007322767778457,synthetic_stationary,0.0065098000000000005,0.0,cholesky,0.003956789466840653,1.93956716244934,1.0,0.016781383795809734,-0.0003429621973669227,0.0034380903552181374,adaptive_ridge,1000,110,quadratic,0.00930279259457488,0.004892800395475724,1.4921084545583931,0.0009401,1,0.6201997290484251,,,,,,stationary,6
0.010712083051757533,0.008755797037345187,synthetic_stationary,0.0001286,0.0,,0.003849343277140083,1.8794005245217338,1.0,0.01608304748759881,-0.00029155820166272464,0.0032676146894365377,static_ridge,1000,,,0.00883285759323507,0.004752296563440931,1.4369062829737644,,,0.6033582725347463,,,,,,stationary,6
0.010847622936546066,0.008859408078431507,synthetic_stationary,,,,0.0038955622276451427,1.821576749413844,1.0,0.016178896993172376,-2.1634399171606803e-5,0.0033654878651422915,rolling_ridge,1000,,,0.009196283464216382,0.0048113992826759365,1.452993489984697,,,0.6106027774093077,0.0035462,,,,,stationary,6
0.01078463415723942,0.00879070316505335,synthetic_stationary,,,,0.003876047658931485,1.831832558513159,1.0,0.015502359998993409,-5.4239481735881485e-5,0.0033414307458736366,rls,1000,,,0.009026073767216205,0.004784829044996494,1.4600992802427817,,,0.6075440020233202,0.0038101,,,,,stationary,6
0.26299221763779096,0.2145828481286318,synthetic_stationary,,,,0.08792950212106082,41.604313099085815,1.0,0.4031346590204816,0.033600079662608286,0.07414421926968234,hedge,1000,,,0.22361500853605973,0.11141075599175672,24.722470347233482,,,13.782349009938114,0.0009613,,,,,stationary,6
0.5385743054772137,0.2588735739246725,synthetic_stationary,,,,0.07989800158932894,31.652884085396092,1.0,1.0938510304304025,-0.03723026332033932,0.04977688514112849,exp3,1000,,,0.35559426162141494,0.14105331312187216,21.605287191508967,,,12.523466146602544,0.001679,,,,,stationary,6
0.07707513514360294,0.06375525247137519,synthetic_stationary,,,,0.030325832210483985,11.450563793682422,1.0,0.10168202724375042,-0.027146426340753056,0.027873505593376396,fixed_share,1000,,,0.06549678157893032,0.03621846996916927,10.377427212602035,,,4.753367111828597,0.0015392,,,,,stationary,6
0.017272458422563714,0.0135613897975181,synthetic_stationary,,,,0.005645044932834926,2.3945754312180005,1.0,0.026628016925917486,-2.0965116697343686e-5,0.004784736324102201,passive_aggressive,1000,,,0.014001826995164248,0.007119179676584343,2.0533313750040225,,,0.8848222446886633,0.0002776,,,,,stationary,6
0.05756197693855878,0.055541880063270786,synthetic_stationary,,,,0.049375645581502724,20.630286304143443,1.0,0.06045680406467267,-0.04931475858442428,0.04940464465819261,dma,1000,,,0.055970700125276274,0.04953623428185411,15.890197958383666,,,7.739295271550087,0.0064976,,,,,stationary,6
0.2740734143124615,0.22230770565664926,synthetic_stationary,,,,0.09136816138600466,43.506263695384284,1.0,0.4364814199443069,0.0346912446886985,0.07616452688632375,ensemble_mean,1000,,,0.23039812396246845,0.11555957896876998,25.43888047698628,,,14.321335368014646,,,,,,stationary,6
0.05756217636632151,0.055542022628156,synthetic_stationary,,,,0.04940940139299644,20.692208399530223,1.0,0.060456884280462884,-0.04940940139299644,0.049404697718250734,oracle_best_member,1000,,,0.05597068632386709,0.049564585881279835,15.89453167813669,,,7.744586264492131,,true,8,0.049564585881279835,,stationary,6
0.05756217636632151,0.055542022628156,synthetic_stationary,,,,0.04940940139299644,20.692208399530223,1.0,0.060456884280462884,-0.04940940139299644,0.049404697718250734,validation_best_member,1000,,,0.05597068632386709,0.049564585881279835,15.89453167813669,,,7.744586264492131,,,,,8,stationary,6
0.17630578833397526,0.14074149105318257,synthetic_stationary,0.0070109,0.01,cholesky,0.05945135447160003,31.718248592125626,1.0,0.26914545687076086,-0.00032573597924583374,0.049242769914247156,adaptive_ridge,1000,110,quadratic,0.147573224772939,0.0743335061657894,18.435805797883155,0.000979,1,9.264894884474257,,,,,,stationary,7
0.17385558484448665,0.13841319829784196,synthetic_stationary,0.0001297,0.001,,0.058095128458185645,30.755996495512232,1.0,0.2782547779250245,0.00036976575307084405,0.04807419659510509,static_ridge,1000,,,0.14125630306945017,0.07305936386572791,17.938585655430263,,,9.05354071827311,,,,,,stationary,7
0.17715002931915236,0.14054811577832693,synthetic_stationary,,,,0.05961505748262031,29.32135020741659,1.0,0.2789535706108356,0.0017341636572866554,0.05050627450113071,rolling_ridge,1000,,,0.14584536710788984,0.0747915025712667,18.09105793349574,,,9.290406350156664,0.0107826,,,,,stationary,7
0.17479268401905682,0.13944297389750931,synthetic_stationary,,,,0.058857425106646835,29.656950775539602,1.0,0.2899909136906206,0.0002746423057393156,0.04921245953469392,rls,1000,,,0.14308098896440777,0.0738813889234263,17.87899224555204,,,9.172336974162516,0.0089962,,,,,stationary,7
0.21101320264925857,0.17133001335624354,synthetic_stationary,,,,0.07333632416002986,37.227294462235626,1.0,0.2938388195485524,-0.0028230526885342,0.0652791456543742,hedge,1000,,,0.17995949114012874,0.0908495003427733,21.923979235736773,,,11.428727580647168,0.0009294,,,,,stationary,7
0.6194101626200796,0.4887857350687661,synthetic_stationary,,,,0.23118992305022865,108.51039893306604,1.0,0.9396495494679404,-0.1313531511001121,0.2128331752727851,exp3,1000,,,0.48027054862683416,0.2766195541043229,53.6645334753791,,,36.02862128958344,0.0025658,,,,,stationary,7
0.20566220242305927,0.16659591786339414,synthetic_stationary,,,,0.07142683747576015,32.614844981150895,1.0,0.3034491975542839,-0.020215992932884425,0.060409421875301184,fixed_share,1000,,,0.17069796338448937,0.08844019243926608,20.95437286691355,,,11.131153310551888,0.0014871,,,,,stationary,7
0.17729301881478488,0.1399779273302811,synthetic_stationary,,,,0.058933182221190566,30.226748128779107,1.0,0.2844869993701328,-0.0014462158643277893,0.05059400085093141,passive_aggressive,1000,,,0.14042119963896796,0.07421361423028353,18.08720200526887,,,9.184142957545689,0.0003133,,,,,stationary,7
0.4072991477331713,0.3449255817148557,synthetic_stationary,,,,0.16627338839573375,81.65356478194225,1.0,0.5067385377582608,-0.15477465486354264,0.1563538850288676,dma,1000,,,0.35725820993322893,0.19686654639829337,42.74957479552571,,,25.912033111167148,0.0015696,,,,,stationary,7
0.2279545351023122,0.1833716160953551,synthetic_stationary,,,,0.07899973280256249,42.47075645018485,1.0,0.3082210531370504,0.01396414397680117,0.07052030072982277,ensemble_mean,1000,,,0.19389346899830087,0.09787750780820324,24.0117589910606,,,12.31131278374718,,,,,,stationary,7
0.48476785336102013,0.40902627059946944,synthetic_stationary,,,,0.19860766383209846,123.91965430971112,1.0,0.6876926569540238,-0.18212427462799063,0.18693693390529245,oracle_best_member,1000,,,0.4222622655632804,0.2357505196618863,48.432855358563344,,,30.951004312852113,,true,9,0.2357505196618863,,stationary,7
0.48476785336102013,0.40902627059946944,synthetic_stationary,,,,0.19860766383209846,123.91965430971112,1.0,0.6876926569540238,-0.18212427462799063,0.18693693390529245,validation_best_member,1000,,,0.4222622655632804,0.2357505196618863,48.432855358563344,,,30.951004312852113,,,,,9,stationary,7
0.09195630027040048,0.07409337641013056,synthetic_stationary,0.0067285999999999995,0.0001,cholesky,0.03151452118944083,17.615009310380717,1.0,0.13772229206149222,0.0009297038218986808,0.026491621384281128,adaptive_ridge,1000,110,quadratic,0.07665783587297481,0.039351481821479746,11.962208673115617,0.0008901,1,4.925559066183838,,,,,,stationary,8
0.08876502718508916,0.07217247470598417,synthetic_stationary,0.0001234,0.0001,,0.030830744283864318,17.160386425479224,1.0,0.130475906810804,0.0012797525692934263,0.026051258482696807,static_ridge,1000,,,0.07507152965265872,0.038337580329030105,11.90840413155653,,,4.818688220319996,,,,,,stationary,8
0.09063737770282629,0.07395237249269404,synthetic_stationary,,,,0.03137388316433001,17.494893317047016,1.0,0.12670766487197405,0.0033701756917761637,0.02681272485653735,rolling_ridge,1000,,,0.07817227995420682,0.03911954799898347,12.029439606345536,,,4.903578059540244,0.0259729,,,,,stationary,8
0.08949453665940897,0.07326244466297864,synthetic_stationary,,,,0.0311177321728171,17.569774319821324,1.0,0.12661174585749402,0.0019238756794207877,0.026218150947868724,rls,1000,,,0.0757014326145245,0.0387094301038183,11.917625119417828,,,4.863542964893744,0.0109655,,,,,stationary,8
0.17919548320667322,0.14555779468705757,synthetic_stationary,,,,0.0607940477347447,35.48486893876257,1.0,0.27825744367024385,-0.010566662865814319,0.05037313287963435,hedge,1000,,,0.15232889773050728,0.07638264910746619,19.399033538423144,,,9.50179985886049,0.0084717,,,,,stationary,8
0.4710647858260305,0.33139902235458996,synthetic_stationary,,,,0.13601557666661562,74.71304626249926,1.0,0.813716652157091,0.062313777119701375,0.1197376375933813,exp3,1000,,,0.31872595732248077,0.1760808754275326,34.862955265396096,,,21.258541507428777,0.0016978,,,,,stationary,8
0.16123230971261907,0.12902552601176942,synthetic_stationary,,,,0.053567581555702085,32.82182923243912,1.0,0.24706675090810126,0.01551134188246606,0.045274232277260296,fixed_share,1000,,,0.13371426392356997,0.06755253204641425,17.019171097071865,,,8.372340020626286,0.0015462,,,,,stationary,8
0.09211485113697122,0.07568645229096731,synthetic_stationary,,,,0.03266702165526919,18.234629851842183,1.0,0.13532758225695263,0.0027790954402154453,0.028146352805043878,passive_aggressive,1000,,,0.07862741692595698,0.04041468621060468,12.216524663171105,,,5.1056890159336055,0.000266,,,,,stationary,8
0.2551672079449653,0.21543905670000668,synthetic_stationary,,,,0.0969888016982191,58.88833618437745,1.0,0.3727034525502798,0.07574328019846789,0.08499809563492527,dma,1000,,,0.2200265293103328,0.11885348292043917,26.684194570950762,,,15.158855457497301,0.0017399,,,,,stationary,8
0.18335225148919876,0.14917670881660594,synthetic_stationary,,,,0.06225159261600282,36.54175118488564,1.0,0.28345790310325736,-0.010611428153861539,0.051477826756667955,ensemble_mean,1000,,,0.15372314587541616,0.07814123565658021,19.838776400351005,,,9.729606696257601,,,,,,stationary,8
