condition_number,fit_seconds,iterations,lambda,linear_solver,method,n_parameters,objective_variant,preparation_seconds,residual_norm,selection_metric,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,fit_and_validation_seconds,window,forgetting,ridge,eta,gamma,seed,share,C,epsilon,variance_forgetting,regime
,,,,,exp3,,,,,rmse,,,0.6315975836602196,0.19972464566363612,0.25047385403374,0.0009568,,,,,0.1,10,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.22458028461445412,0.07687879285691296,0.09703322717825179,0.0009155,,,,0.01,,10,0.1,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.13951686292703872,0.0450148373310038,0.057107109819104,0.0001943,,,,,,10,,0.01,0.05,,stationary
,,,,,dma,,,,,rmse,,,0.35892777760732314,0.14572930243122673,0.1735383269022505,0.0015218,,0.9,,,,10,,,,0.9,stationary
302515.936254439,0.0040496,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0032039,7.469374178768919e-16,rmse,0.0008457,1,0.1851480258160631,0.0629849763575015,0.07905536465195234,,,,,,,11,,,,,stationary
,9.68e-5,,0.0,,static_ridge,,,,,rmse,,,0.18074155968294278,0.061221890649091074,0.07754129808770381,,,,,,,11,,,,,stationary
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1857809592726781,0.06085866542147431,0.07685381146101286,0.0086672,72,,,,,11,,,,,stationary
,,,,,rls,,,,,rmse,,,0.18295880333282838,0.057597047996162845,0.0739545569104973,0.0070183,,0.95,0.1,,,11,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.23359402360003625,0.08055064674222759,0.10055792110868479,0.000976,24,,,1.0,,11,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.6480731421942723,0.1934048050928753,0.2513517954438165,0.0010686,,,,,0.1,11,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.21618953290044085,0.07210364881723817,0.0908439349144857,0.0008959,,,,0.05,,11,0.01,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.18537963067056126,0.060098026763061245,0.07674168255271879,0.0002033,,,,,,11,,0.01,0.05,,stationary
,,,,,dma,,,,,rmse,,,0.3406745458628075,0.11972947409594206,0.14928952841449084,0.0015524,,0.9,,,,11,,,,0.995,stationary
63828.105895780885,0.0041944,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0033294,5.948893921251893e-16,rmse,0.000865,1,0.14774415516009337,0.05034295846107355,0.06324027306558712,,,,,,,12,,,,,stationary
,0.0001095,,0.001,,static_ridge,,,,,rmse,,,0.14234401773669508,0.048649443226399344,0.061324199767620255,,,,,,,12,,,,,stationary
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1454476433457973,0.04950752994604025,0.06245444527581194,0.0090414,336,,,,,12,,,,,stationary
,,,,,rls,,,,,rmse,,,0.14385797202172354,0.04896228538739578,0.06168318522716362,0.0023826,,0.995,0.1,,,12,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.21533886798503346,0.07804651391803968,0.09683236706154187,0.0009366,336,,,1.0,,12,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.5707886968129785,0.17721568773512184,0.22578622445592667,0.0012975,,,,,0.1,12,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.18632314657870575,0.066883780229375,0.08294931925033926,0.0010546,,,,0.1,,12,0.01,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.15559510911680602,0.05216309582345252,0.06550394424837874,0.0001375,,,,,,12,,0.01,0.1,,stationary
,,,,,dma,,,,,rmse,,,0.28827721957317387,0.09751845368625328,0.12316874381369394,0.0015638,,0.9,,,,12,,,,0.995,stationary
9.066815720697519e8,0.0039668,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0031009,9.284644544126214e-16,rmse,0.0008659,1,0.01849926887317055,0.006321311054975869,0.007897965295904898,,,,,,,13,,,,,stationary
,0.0001343,,0.0,,static_ridge,,,,,rmse,,,0.018094414175067238,0.006135293399730953,0.007700472454401712,,,,,,,13,,,,,stationary
,,,0.0,,rolling_ridge,,,,,rmse,,,0.018490699569412402,0.006278641480788802,0.007852164969880298,0.0225177,336,,,,,13,,,,,stationary
,,,,,rls,,,,,rmse,,,0.018465563457954918,0.006238105744396455,0.007801967115179602,0.0282275,,0.995,1.0e-6,,,13,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.1967817494872488,0.07000938753602369,0.08688576723767838,0.0007556,0,,,1.0,,13,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.5325224797347632,0.14432010352841423,0.18399340853917767,0.001511,,,,,0.1,13,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.11957841908123548,0.05005695754189325,0.05921403941659386,0.0008296,,,,0.25,,13,0.02,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.04700367905279976,0.014655788440778337,0.018728845174046334,0.0001653,,,,,,13,,0.1,0.0,,stationary
,,,,,dma,,,,,rmse,,,0.11329765234211871,0.0911612468775544,0.09189871625519233,0.002301,,0.9,,,,13,,,,0.995,stationary
2.298914707811206e7,0.004329,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0034512,1.1169248504160126e-15,rmse,0.0008778,1,0.22279863318851206,0.08064059223808767,0.1001784903649412,,,,,,,14,,,,,stationary
,8.71e-5,,0.0001,,static_ridge,,,,,rmse,,,0.21465277708808939,0.07847051562550306,0.09695276985618971,,,,,,,14,,,,,stationary
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.22131209531149487,0.057796091503588005,0.08023105377588229,0.0048066,24,,,,,14,,,,,stationary
,,,,,rls,,,,,rmse,,,0.20537179517032073,0.05441605330967037,0.07503808871028168,0.0072617,,0.9,1.0e-6,,,14,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.31518693710658424,0.1165795959186233,0.1424351676743701,0.000833,0,,,0.01,,14,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.6350621019451299,0.25872411862380773,0.28407707553699957,0.0011202,,,,,0.2,14,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.3153398121724713,0.11699517534216723,0.14281080996306075,0.0009965,,,,0.01,,14,0.1,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.23998044363486787,0.07146544253965544,0.0942567789141797,0.0001937,,,,,,14,,0.1,0.05,,stationary
,,,,,dma,,,,,rmse,,,0.39031327907298163,0.1933078821200527,0.21088219737146932,0.0078681,,0.9,,,,14,,,,0.995,stationary
5.047458458395703e6,0.0042541,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0033581,7.06982822894548e-16,rmse,0.000896,1,0.032190786160062226,0.010590675856951589,0.01343539202570894,,,,,,,15,,,,,stationary
,9.61e-5,,1.0e-6,,static_ridge,,,,,rmse,,,0.03111370666836578,0.010223490690130324,0.013008776349532153,,,,,,,15,,,,,stationary
,,,0.0,,rolling_ridge,,,,,rmse,,,0.03193541097168495,0.010400861119901971,0.01321491835057844,0.0088709,336,,,,,15,,,,,stationary
,,,,,rls,,,,,rmse,,,0.03191003062486573,0.010433138221443075,0.013248991696560864,0.0091826,,0.995,1.0e-6,,,15,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.35640728682587935,0.17501738686947904,0.19526648303405264,0.000899,336,,,1.0,,15,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.5695642913783905,0.06347779917722947,0.15359383143743432,0.0009968,,,,,0.1,15,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.03396690080070544,0.011316829326353152,0.014331723156359985,0.0009457,,,,1.0,,15,0.01,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.0372785534031211,0.012787475694384771,0.015902652118400928,0.0002984,,,,,,15,,0.01,0.01,,stationary
,,,,,dma,,,,,rmse,,,0.0409083492441798,0.014657353952999257,0.017983104722024183,0.0023441,,0.995,,,,15,,,,0.995,stationary
518880.57376136445,0.0076848,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0065582,6.905980783029543e-16,rmse,0.0011266,1,0.10475614943937595,0.036513513242298956,0.04527397536789043,,,,,,,16,,,,,stationary
,9.19e-5,,0.0,,static_ridge,,,,,rmse,,,0.10218582693676506,0.035617889168332244,0.044281230050771836,,,,,,,16,,,,,stationary
,,,1.0e-6,,rolling_ridge,,,,,rmse,,,0.10385800689271747,0.03616633258417679,0.045118593888088414,0.012303,336,,,,,16,,,,,stationary
,,,,,rls,,,,,rmse,,,0.1030217910388729,0.035859325793456985,0.04464448612956165,0.0023647,,0.995,1.0e-6,,,16,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.2496602240892309,0.09784393816210227,0.11770453723869041,0.0019748,336,,,1.0,,16,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.6192010972459584,0.19437307032763307,0.24182347455247244,0.001186,,,,,0.1,16,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.20660415863480971,0.07668916864434351,0.09314320956998795,0.0017135,,,,0.05,,16,0.01,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.11222426106080491,0.0388267093045674,0.0486209964513419,0.0001821,,,,,,16,,0.01,0.05,,stationary
,,,,,dma,,,,,rmse,,,0.3160768501767574,0.1335797510739295,0.15573289493271025,0.0023561,,0.9,,,,16,,,,0.995,stationary
2.500734700599207e10,0.0043749,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0035806,7.939720810146454e-16,rmse,0.0007943,1,0.0029666918358251105,0.0010410898763670083,0.0012982514789483153,,,,,,,17,,,,,stationary
,0.0001124,,0.0,,static_ridge,,,,,rmse,,,0.0028706048831535127,0.0010291951991356393,0.0012766221765175747,,,,,,,17,,,,,stationary
,,,0.0,,rolling_ridge,,,,,rmse,,,0.002908485093332228,0.0010467876711317179,0.0012955834079735847,0.0043285,336,,,,,17,,,,,stationary
,,,,,rls,,,,,rmse,,,0.002888316867255477,0.0010401924323226426,0.0012903988683303411,0.0071923,,0.995,0.1,,,17,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.21281273581063664,0.07937855756890486,0.09677413138614017,0.0072566,72,,,1.0,,17,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.5527922691133564,0.15002619262018543,0.18909132976241544,0.0062726,,,,,0.1,17,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.1852031327807699,0.0739372303258169,0.08831296859596514,0.0009485,,,,0.05,,17,0.01,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.07568008973188776,0.023536160889284705,0.030164063949379417,0.0001869,,,,,,17,,1.0,0.0,,stationary
,,,,,dma,,,,,rmse,,,0.15549464005861288,0.11184961914644896,0.11458580993027653,0.0015182,,0.9,,,,17,,,,0.995,stationary
927374.6673565926,0.015443100000000001,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0034802,7.529019643645018e-16,rmse,0.0119629,1,0.07269776956591963,0.025814473085842636,0.032012818896189905,,,,,,,18,,,,,stationary
,0.0001084,,0.0,,static_ridge,,,,,rmse,,,0.07316206851497782,0.0254582970457493,0.03147715858208943,,,,,,,18,,,,,stationary
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.07298702482517731,0.02587470904002094,0.03186895406312058,0.0082335,336,,,,,18,,,,,stationary
,,,,,rls,,,,,rmse,,,0.072980796227317,0.025787300477929497,0.031710235013559185,0.0043817,,0.995,1.0e-6,,,18,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.2762838501165232,0.10977712363367811,0.131407539872133,0.0024251,0,,,1.0,,18,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.6540183514730137,0.21050136337053352,0.2505885619951183,0.001114,,,,,0.1,18,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.12520527617136307,0.04739353172007493,0.057831195537714125,0.0009758,,,,0.1,,18,0.01,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.084194979400819,0.030516656855520265,0.03780599212172012,0.0001572,,,,,,18,,0.1,0.05,,stationary
,,,,,dma,,,,,rmse,,,0.223821838862943,0.15079270056927876,0.15688412687566655,0.0014845,,0.9,,,,18,,,,0.995,stationary
30605.278973861266,0.0044927000000000005,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.003582,5.750418625236549e-16,rmse,0.0009107,1,0.16254235934890798,0.05298493488231253,0.06728056771664358,,,,,,,19,,,,,stationary
,9.12e-5,,0.001,,static_ridge,,,,,rmse,,,0.15533361383705396,0.05190725005791426,0.06556688181190112,,,,,,,19,,,,,stationary
,,,0.0,,rolling_ridge,,,,,rmse,,,0.1610172687163871,0.05284972833392296,0.06679291246244314,0.0087999,336,,,,,19,,,,,stationary
,,,,,rls,,,,,rmse,,,0.1573216623697441,0.052268921447279126,0.06591236842727792,0.0103863,,0.995,0.1,,,19,,,,,stationary
,,,,,hedge,,,,,rmse,,,0.22821771997354787,0.08131722148104745,0.1009018963040619,0.0007393,0,,,1.0,,19,,,,,stationary
,,,,,exp3,,,,,rmse,,,0.6204998738365741,0.21110792949141396,0.2600680660374753,0.0010474,,,,,0.1,19,,,,,stationary
,,,,,fixed_share,,,,,rmse,,,0.18509761514484196,0.06429432044701662,0.08009541640499775,0.0010365,,,,0.05,,19,0.005,,,,stationary
,,,,,passive_aggressive,,,,,rmse,,,0.16553539554241845,0.05391726549794541,0.06891790310676242,0.0001428,,,,,,19,,0.01,0.1,,stationary
,,,,,dma,,,,,rmse,,,0.3367690615191531,0.10796282998832869,0.1360678146316351,0.0013801,,0.9,,,,19,,,,0.995,stationary
188269.81971660675,0.0045512,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0036652,8.083923074757517e-16,rmse,0.000886,1,0.10522385141240934,0.036121366184082765,0.045321798050457066,,,,,,,20,,,,,stationary
,9.0e-5,,0.0001,,static_ridge,,,,,rmse,,,0.10455190669420242,0.035367327727280594,0.044494279894248825,,,,,,,20,,,,,stationary
