cvar_05_ci_high,cvar_05_ci_low,cvar_05_mean,cvar_05_sd,cvar_05_se,cvar_15_ci_high,cvar_15_ci_low,cvar_15_mean,cvar_15_sd,cvar_15_se,mae_ci_high,mae_ci_low,mae_mean,mae_sd,mae_se,method,regime,replications,rmse_ci_high,rmse_ci_low,rmse_mean,rmse_sd,rmse_se
2.448695833093717,1.0841972232596446,1.7664465281766808,1.827097194599699,0.33358078274555375,1.6581555450565146,0.8145996171135808,1.2363775810850477,1.1295421324173447,0.206225235192489,0.4580840875801282,0.2699030760391582,0.3639935818096432,0.25197900223969466,0.04600486118144185,adaptive_ridge,member_degradation,30,0.7816764090703184,0.39303453682605494,0.5873554729481867,0.5204010244963294,0.09501179335514605
0.24024068889922245,0.18006686379314857,0.2101537763461855,0.08057423162417884,0.014710774738069624,0.18882886816204475,0.14174474555239197,0.16528680685721836,0.06304679807680132,0.011510717828379135,0.07334452384117487,0.05586552771289637,0.06460502577703563,0.023404805662850883,0.004273113338522694,rolling_ridge,member_degradation,30,0.09660743349781956,0.07291774030987508,0.08476258690384732,0.03172108176048958,0.00579145067622861
0.23294095267894352,0.17574863986701508,0.2043447962729793,0.07658191334035136,0.013981880477805415,0.1825461517159127,0.13824779666019243,0.16039697418805257,0.05931658681391413,0.010829677544064753,0.07106045820283265,0.054560256269352,0.06281035723609232,0.02209417616530738,0.0040338262250772805,rls,member_degradation,30,0.09349721183896295,0.07118579697320748,0.08234150440608522,0.029875533192173086,0.005454501148949174
0.989983720042533,0.8072674570642615,0.8986255885533972,0.2446615695240151,0.04466888686097385,0.7547922743353899,0.6121590431840795,0.6834756587597347,0.19098940417750943,0.03486973497083111,0.2597674425161624,0.20937456467613003,0.23457100359614622,0.06747730269987223,0.012319613602774756,neural_gate,member_degradation,30,0.3693772786280911,0.2993656254897856,0.33437145205893837,0.09374732529323744,0.01711584158962692
1.0816867772243017,0.8129697684162126,0.9473282728202571,0.3598186831382599,0.06569360312220957,0.8323331997767287,0.6227729784527987,0.7275530891147637,0.28060628990102443,0.05123146491887506,0.26259404792250646,0.19669933456397198,0.22964669124323922,0.08823464168349,0.016109367867811027,boosted_meta,member_degradation,30,0.3905700917329983,0.2921032414445447,0.3413366665887715,0.1318495340533762,0.02407232133252657
0.08384221782393071,0.06126571776141738,0.07255396779267405,0.030230488789661808,0.005519306878168273,0.058881108995811136,0.04319225619503118,0.05103668259542116,0.02100775972375557,0.0038354746277831408,0.021751601277264044,0.015687325320564483,0.018719463298914264,0.008120214639948619,0.0014825415766945163,adaptive_ridge,recurring,30,0.03112038110598122,0.022996574994784413,0.027058478050382816,0.010877976165211724,0.001986037641896668
0.1594225725303301,0.12142853481575583,0.14042555367304296,0.05087495085704438,0.00928845273212333,0.09080129445597802,0.07045944279833448,0.08063036862715625,0.027238239620605644,0.004972999422312223,0.02850326734965323,0.021573276637704336,0.025038271993678782,0.00927942798706369,0.0016941840097531799,rolling_ridge,recurring,30,0.05007736410356048,0.03885934939778431,0.04446835675067239,0.015021197566770879,0.0027424829160207077
0.1774347221591816,0.13115710252611956,0.15429591234265058,0.06196687075745836,0.01131355097728906,0.09596719846479557,0.07406887202840262,0.0850180352465991,0.029322397626500612,0.005353512873390109,0.027479869968086653,0.021188662578451086,0.02433426627326887,0.008424081409394641,0.0015380198047284523,rls,recurring,30,0.054579668323919174,0.041424694073792616,0.048002181198855895,0.017614834030765563,0.003216013981786649
0.0736420182617254,0.05798598821269959,0.0658140032372125,0.020963809251972877,0.003827450406180349,0.0514708298695855,0.04050538060855134,0.04598810523906842,0.014683006225119685,0.002680737907162276,0.019244211981752524,0.01474262117437624,0.016993416578064382,0.006027740795128529,0.0011005098680953406,neural_gate,recurring,30,0.028308371727360608,0.022238497343718258,0.025273434535539433,0.008127711071302684,0.001483910231545653
0.1870488583528934,0.15014170574240085,0.16859528204764712,0.049419584973775806,0.009022740490893454,0.14102921212857605,0.11210188886219512,0.1265655504953856,0.03873439724039758,0.007071901039977204,0.05321342346907754,0.041495822002749795,0.04735462273591367,0.01569015652509032,0.0028646175531929466,boosted_meta,recurring,30,0.0708917363686157,0.0560306563151182,0.06346119634186695,0.019899351658385845,0.0036331079276752543
